product_id,product_name,category,price,cost,stock_quantity,reorder_level
453,Configurable explicit artificial intelligence,Beauty,24.14,10.25,51,70
454,Optional exuding Graphic Interface,Beauty,289.3,117.47,118,21
455,Monitored interactive throughput,Beauty,262.42,109.89,445,66
456,Digitized systemic methodology,Toys,361.76,195.75,98,51
457,,Electronics,172.46,129.34,336,48
458,Mandatory logistical array,Beauty,322.28,201.42,99,99
459,Self-enabling real-time open system,Home,16.3,10.82,5,43
460,Future-proofed clear-thinking groupware,Clothing,344.16,189.75,257,38
461,Upgradable upward-trending flexibility,Toys,389.49,162.96,115,59
462,Integrated 5thgeneration interface,Clothing,223.76,88.99,12,67
463,Front-line disintermediate open architecture,Beauty,375.22,406.02,495,74
464,Synergized national circuit,Home,494.05,346.81,284,83
465,Virtual cohesive implementation,Electronics,66.17,27.87,115,41
466,,Clothing,INVALID,32.05,373,26
467,Cross-platform incremental application,Home,444.64,326.04,113,72
468,Customizable bi-directional framework,Clothing,150.62,100.92,289,97
469,Switchable tangible matrix,Beauty,224.08,138.89,324,61
470,Enterprise-wide empowering capability,Beauty,60.76,31.85,411,87
471,User-centric user-facing knowledge user,Electronics,81.12,52.9,352,18
472,Open-source 3rdgeneration extranet,Books,136,66.31,174,38
473,Upgradable holistic protocol,Sports,95.94,65.41,496,63
474,Ameliorated holistic intranet,Sports,440.86,327.45,446,96
475,Operative tangible challenge,Sports,209.72,96.16,427,78
476,Monitored dynamic protocol,Home,328.3,159.8,393,49
477,Extended leadingedge toolset,Home,386.65,152.57,39,26
478,Right-sized homogeneous open architecture,Home,297.26,167.2,332,90
479,Secured multi-tasking model,,395.58,186.47,329,24
480,Programmable modular installation,Electronics,372.95,153.44,207,85
481,Seamless empowering matrices,Electronics,145.05,94.92,471,48
482,Inverse asynchronous firmware,Sports,153,79.94,397,68
483,Profit-focused systemic monitoring,Books,153.52,97.08,494,53
484,Polarized 3rdgeneration ability,Home,129.44,78.02,40,78
485,Assimilated fault-tolerant groupware,Beauty,471.58,185.31,358,37
486,Customizable discrete attitude,Sports,148.97,100.82,115,15
487,Quality-focused leadingedge attitude,Books,387.15,190.42,87,93
488,Grass-roots modular extranet,Books,499.26,266.57,332,57
489,User-friendly bottom-line software,Home,374.46,160.53,487,21
490,Fully-configurable user-facing data-warehouse,Beauty,260.35,173.12,131,63
491,Persevering high-level methodology,Home,408.15,143.18,113,37
492,Intuitive user-facing knowledgebase,Toys,410.21,302.76,58,13
493,User-friendly mission-critical application,Sports,88.72,44.32,218,64
494,Configurable mobile service-desk,Home,300.79,157.91,-122,96
495,Reduced zero administration product,Sports,212.28,242.74,138,18
496,Total radical installation,Clothing,363.29,230.14,115,74
497,Integrated heuristic emulation,Beauty,409.64,306.4,337,67
498,Horizontal 24hour throughput,Electronics,251.09,169.54,336,10
499,Cloned asynchronous array,Sports,331.6,141.49,272,38
500,Digitized national ability,Home,395.78,149.08,63,22
501,Persistent static superstructure,Sports,405.56,237.72,409,37
502,Networked actuating portal,Home,57.3,38.65,28,31
503,Switchable background methodology,Home,389.04,148.76,456,70
504,Configurable system-worthy firmware,Books,460.71,323.27,69,65
505,Digitized well-modulated flexibility,Books,341.72,210.66,85,77
506,Devolved exuding forecast,Books,136.54,96.96,230,55
507,Multi-lateral well-modulated definition,Toys,131.33,60.73,148,14
508,Future-proofed full-range service-desk,Sports,119.27,66.43,97,27
509,Networked scalable time-frame,,64.23,31.66,135,73
510,Universal multi-tasking customer loyalty,Home,204.84,131.09,240,53
511,Digitized systemic open architecture,Books,21.4,11.23,346,58
512,Exclusive solution-oriented conglomeration,Electronics,233.74,139.33,34,81
513,Synchronized foreground synergy,Home,192.85,87.9,275,68
514,Open-source full-range toolset,Toys,103.15,37.85,205,21
515,Business-focused 5thgeneration projection,Electronics,453.53,216.83,498,87
516,Ameliorated bi-directional knowledgebase,Electronics,384.77,180.92,4,11
517,Inverse dedicated array,Electronics,214.96,106.34,228,81
518,Configurable transitional encoding,Books,364.38,209.04,328,11
519,Optimized tangible customer loyalty,Electronics,441.46,187.43,11,50
520,,Home,56.25,24.85,154,53
521,Seamless zero-defect hardware,Toys,331.25,164.61,117,21
522,Distributed zero tolerance leverage,Beauty,302.97,136.82,432,82
523,Realigned maximized software,Toys,64.42,39.8,466,68
524,Secured system-worthy concept,Books,336.51,121.98,427,12
525,Intuitive global leverage,Clothing,44.72,22.2,147,47
526,Reduced value-added success,Toys,180.45,91.51,477,34
527,Profit-focused 6thgeneration adapter,Electronics,399.77,272.79,210,82
528,Persevering modular neural-net,Home,201.45,86.23,70,97
529,Total needs-based migration,,174.61,91.14,155,80
530,Persevering intangible instruction set,Electronics,167.63,121.07,241,16
531,Public-key foreground utilization,Sports,112.79,50.08,120,51
532,Monitored grid-enabled Internet solution,Toys,355.73,255.38,443,87
533,Adaptive uniform project,Home,282.11,156.19,312,29
534,Customer-focused leadingedge toolset,Books,352.4,207.84,269,50
535,Persevering 6thgeneration standardization,Clothing,82.56,47.11,337,56
536,User-centric homogeneous system engine,Sports,269.66,149.48,3,77
537,Centralized heuristic extranet,Books,168.14,82.44,378,50
538,Grass-roots 24/7 installation,Electronics,61.08,27.79,166,78
539,Up-sized high-level success,Books,127.77,89.17,398,37
540,Virtual stable contingency,Home,400.04,214.72,121,74
541,Enterprise-wide zero administration encryption,Clothing,39.95,18.04,178,54
542,Horizontal user-facing open system,Books,459.39,276.24,164,79
543,Function-based local info-mediaries,Home,381.23,260.84,7,46
544,User-friendly scalable synergy,Home,249.48,92.54,296,25
545,Down-sized web-enabled function,Electronics,367.03,245.89,28,23
546,Networked optimizing info-mediaries,Electronics,461.19,316.29,402,61
547,Vision-oriented human-resource application,Sports,441.82,193.98,489,66
548,Fully-configurable bottom-line conglomeration,Toys,224.26,255.01,115,28
549,User-friendly multi-tasking methodology,Books,493.84,260.8,342,57
550,Expanded analyzing database,,153.62,105.72,211,20
551,Configurable scalable algorithm,Beauty,295.18,103.45,291,42
552,Mandatory full-range middleware,,487.3,261.67,34,75
553,Future-proofed hybrid concept,Clothing,62.77,24.09,424,39
554,Extended object-oriented task-force,Books,281.95,175.3,45,61
555,Devolved modular open architecture,Beauty,81.68,35.63,363,54
556,Grass-roots human-resource groupware,Clothing,211.18,138.07,362,84
557,Versatile needs-based portal,Beauty,303.01,141.83,200,12
558,Re-engineered maximized secured line,Sports,470.75,215.47,55,80
559,Configurable secondary model,Sports,175.9,107.92,21,80
560,Switchable foreground superstructure,Beauty,298.13,208,94,83
561,User-centric multimedia orchestration,Home,177.32,87.86,308,64
562,Multi-lateral attitude-oriented workforce,Books,INVALID,167.58,157,45
563,Digitized high-level architecture,Home,5.14,2.75,88,73
564,Configurable static open system,Beauty,384.44,287.4,43,70
565,Fundamental uniform workforce,Clothing,340.29,231.87,116,35
566,Expanded multi-tasking hub,Books,243.45,145.44,32,12
567,Public-key executive budgetary management,Electronics,INVALID,42.82,132,37
568,Multi-tiered optimizing service-desk,Toys,98.03,37.09,340,79
569,Managed radical data-warehouse,Home,268.04,134.19,433,95
570,Stand-alone intermediate analyzer,Sports,331.2,226.04,15,27
571,Ergonomic foreground productivity,Beauty,330.41,213.22,451,91
572,Multi-layered object-oriented moratorium,Electronics,459.58,257.95,201,42
573,Compatible static hardware,Clothing,150.05,62.3,199,75
574,Up-sized contextually-based framework,Electronics,135.88,74.55,387,70
575,Secured logistical software,Sports,299.82,118.86,366,59
576,Visionary executive system engine,Sports,335.37,217.08,495,39
577,Business-focused demand-driven implementation,Toys,398.71,275.39,464,44
578,Intuitive explicit alliance,Books,209.81,151.83,13,91
579,Sharable homogeneous paradigm,Home,446.11,319.7,414,48
580,Ergonomic content-based synergy,Beauty,104.17,58.9,243,65
581,Versatile optimal open architecture,Beauty,250.1,138.84,386,58
582,Customizable motivating superstructure,Toys,228.84,91.99,29,73
583,Re-engineered web-enabled knowledgebase,Home,128.03,77,181,33
584,Enterprise-wide non-volatile capacity,Toys,159.84,79.75,422,51
585,Devolved system-worthy protocol,Electronics,200.99,104.52,343,33
586,Centralized dynamic approach,Books,492.64,234.79,40,62
587,Operative leadingedge attitude,Books,110,74.51,397,91
588,Synchronized even-keeled infrastructure,Home,59.96,21.58,361,12
589,Team-oriented 3rdgeneration implementation,Home,339.09,226.31,398,48
590,Face-to-face optimizing projection,Beauty,193.58,140,340,89
591,Versatile foreground migration,Home,387.61,262.75,174,36
592,Proactive heuristic workforce,Sports,64.61,31.25,255,98
593,Digitized needs-based contingency,Toys,388.48,277.67,-180,92
594,Digitized actuating process improvement,Clothing,484.36,269.91,191,77
595,Proactive dedicated orchestration,Toys,168.06,82.99,159,67
596,Cross-platform logistical challenge,Home,35.94,17.03,298,68
597,Optimized global moderator,Beauty,25.62,9.14,450,47
598,Switchable solution-oriented flexibility,Books,351.34,208.45,262,97
599,Synchronized bottom-line product,Books,243.22,174.23,114,81
600,Public-key transitional capacity,Books,290.68,210.2,276,40
601,Customizable bifurcated process improvement,Books,68.97,46.81,78,49
602,Business-focused actuating open architecture,Beauty,120.77,64.35,47,62
603,Multi-tiered composite concept,Sports,425.16,220.04,69,16
604,Versatile transitional emulation,Toys,381.24,178.41,142,74
605,Stand-alone 6thgeneration concept,Books,159.08,71.82,370,24
606,Profit-focused 3rdgeneration attitude,Beauty,340.58,219.96,160,38
607,Focused zero tolerance conglomeration,Electronics,358.58,173.31,361,49
608,Enterprise-wide background definition,Clothing,218.54,141.1,453,27
609,Polarized user-facing intranet,Electronics,131.36,90.09,437,62
610,Networked grid-enabled methodology,Clothing,371.02,213.17,268,69
611,User-centric responsive hub,Sports,31.02,12.71,487,54
612,Decentralized neutral policy,Electronics,262.22,175.98,108,14
613,Ergonomic interactive framework,Beauty,219.36,159.38,389,35
614,Digitized 24/7 moderator,Home,492.38,281.94,252,99
615,Extended uniform knowledge user,Toys,176.44,118.46,315,77
616,Public-key tangible service-desk,Sports,157.86,85.46,341,88
617,Fully-configurable scalable infrastructure,Beauty,91.02,62.39,366,58
618,Reverse-engineered multi-tasking concept,Sports,46.02,18.82,283,15
619,Multi-tiered full-range instruction set,Electronics,132.49,51.48,338,46
620,Future-proofed full-range intranet,Home,434.15,261.14,136,53
621,Versatile 24/7 structure,Clothing,42.57,29.93,366,12
622,Reverse-engineered needs-based solution,Clothing,15.58,7.71,322,15
623,Profit-focused radical adapter,Clothing,370.8,189.81,83,73
624,Synchronized cohesive product,Electronics,INVALID,204.83,233,91
625,User-friendly intangible service-desk,Electronics,429.3,271.95,77,97
626,Secured directional info-mediaries,Sports,134.58,71.75,149,27
627,Synergized mobile synergy,Beauty,353.28,150.71,358,68
628,Robust incremental functionalities,Clothing,451.05,242.97,454,59
629,Front-line tertiary solution,Sports,INVALID,64.58,479,55
630,Visionary motivating structure,Beauty,163.12,77.24,480,90
631,Phased foreground architecture,Sports,82.89,42.64,49,94
632,Open-source methodical neural-net,Beauty,230.22,105.49,335,47
633,Streamlined bi-directional workforce,Toys,364.88,254.5,222,88
634,Horizontal optimal pricing structure,Home,355.73,224.31,217,79
635,Optional optimizing neural-net,Electronics,12.28,7.52,287,46
636,Reactive logistical extranet,Books,307.7,142.32,35,18
637,Visionary encompassing Local Area Network,Electronics,112.02,46.99,94,48
638,Innovative bottom-line extranet,Clothing,39,17.85,325,99
639,Object-based mission-critical Graphical User Interface,,175.49,112,255,68
640,Robust content-based function,Sports,19.6,11.15,257,37
641,Innovative asymmetric portal,Clothing,90.74,49.27,285,14
642,Cross-platform cohesive project,Clothing,152.91,95.55,88,30
643,Self-enabling demand-driven algorithm,Home,41.2,25.74,208,86
644,Phased cohesive info-mediaries,Sports,407.83,230.03,283,99
645,Reduced client-server hierarchy,Beauty,372.34,194.71,120,64
646,Managed zero administration encryption,Home,367.11,268.81,355,78
647,Operative holistic toolset,Beauty,257.4,112.45,165,37
648,Upgradable bandwidth-monitored frame,Books,204.28,90.14,363,11
649,Automated tangible firmware,Electronics,44.02,21.21,462,62
650,Multi-tiered exuding firmware,Clothing,249.59,106.82,153,76
651,Re-contextualized homogeneous time-frame,Books,96.8,42.28,112,98
652,Operative client-driven focus group,Home,322.71,140.01,494,72
653,Multi-tiered local array,Clothing,102.52,45.73,215,69
654,Fully-configurable cohesive initiative,Sports,192.42,106.89,399,83
655,Future-proofed maximized utilization,Beauty,199.84,103.15,22,32
656,Horizontal demand-driven customer loyalty,Clothing,223.73,129.01,115,62
657,Quality-focused explicit neural-net,Books,43,22.96,334,56
658,Synergized tangible contingency,Beauty,230.25,141.05,271,63
659,Digitized mission-critical workforce,Clothing,44.07,26.59,232,74
660,Right-sized local help-desk,Sports,7.81,3.38,442,15
661,Customizable systemic paradigm,Home,12.5,8.59,285,26
662,Object-based neutral matrices,Toys,487.91,214.99,470,54
663,Switchable bifurcated paradigm,Clothing,345.23,162.08,445,98
664,Face-to-face hybrid hardware,Beauty,289.1,185.6,454,97
665,Open-source zero administration leverage,Sports,254.89,105.18,498,70
666,Programmable logistical infrastructure,Books,323.71,187.38,189,47
667,Face-to-face scalable focus group,Sports,269.35,196.05,290,58
668,Reactive intermediate workforce,Beauty,199.88,115.6,308,60
669,Diverse attitude-oriented focus group,Beauty,33.74,21.43,255,44
670,Synchronized human-resource complexity,Beauty,244.67,173.87,339,98
671,Phased client-server process improvement,Electronics,464.29,253.04,406,62
672,Inverse motivating leverage,Toys,467.84,280.44,129,23
673,Multi-channeled homogeneous standardization,Toys,238.79,153.84,76,32
674,Re-contextualized heuristic task-force,Sports,400.93,263.78,45,28
675,Customizable global forecast,Clothing,354.39,169.45,66,98
676,Multi-channeled dedicated system engine,Toys,434.91,230.72,90,62
677,Re-contextualized attitude-oriented neural-net,Electronics,436.33,249.93,423,76
678,Persistent didactic budgetary management,Toys,262.88,96.33,436,60
679,Assimilated bottom-line hardware,Home,492.54,193.15,388,53
680,Re-contextualized even-keeled customer loyalty,Sports,295.39,207.54,23,74
681,Optimized methodical emulation,Books,430.4,265,115,56
682,Polarized 6thgeneration capability,Toys,418.02,167.92,416,96
683,Sharable mission-critical methodology,Electronics,491.36,208.73,227,18
684,Persistent directional moderator,,155.92,57.37,87,99
685,Customizable zero-defect attitude,Sports,44.86,31.14,151,77
686,Cross-group static workforce,Sports,290.34,215.99,252,53
687,Object-based content-based frame,Books,347.14,220.17,33,46
688,Innovative analyzing architecture,Clothing,274.98,136.85,259,14
689,Enterprise-wide background system engine,Home,455.22,214,155,89
690,Cross-group background Graphical User Interface,Clothing,INVALID,236.75,402,94
691,Optional human-resource extranet,Toys,237.88,119.89,440,20
692,Intuitive local paradigm,Electronics,99.36,44.01,332,52
693,Expanded multi-state product,Electronics,401.19,188.03,186,75
694,Decentralized 3rdgeneration algorithm,Home,65.74,30.14,59,80
695,Multi-channeled needs-based process improvement,Sports,204.1,118.58,353,97
696,Managed 4thgeneration toolset,Sports,448.13,227.59,79,74
697,Grass-roots modular task-force,Electronics,219.88,123.51,109,97
698,Intuitive regional Internet solution,Electronics,295.77,171.51,170,24
699,User-friendly needs-based concept,Beauty,50.78,35.96,499,89
700,Integrated optimizing leverage,Sports,115.24,45.53,272,72
701,Down-sized didactic Local Area Network,Toys,338.35,175.25,377,55
702,Re-contextualized zero tolerance monitoring,Clothing,395.82,276.48,60,45
703,Re-engineered even-keeled superstructure,Clothing,319.62,179.24,420,49
704,Innovative transitional intranet,Books,58.34,23.35,108,75
705,Adaptive systemic website,Clothing,256.36,95.26,484,56
706,Multi-lateral local monitoring,Electronics,236.35,144.9,158,23
707,Multi-tiered 5thgeneration collaboration,Clothing,366.09,149.53,16,17
708,Monitored zero administration moderator,Sports,368.4,147.4,136,49
709,Business-focused national frame,Electronics,177.02,126.56,55,20
710,Networked static access,Books,16.43,6.63,15,36
711,Total incremental database,Clothing,374.81,223.76,447,72
712,Up-sized optimizing structure,Clothing,464.79,312.92,212,31
713,Profound fault-tolerant focus group,Sports,217.05,126.97,202,43
714,Up-sized asynchronous knowledgebase,Home,108.96,67.21,28,70
715,Horizontal zero-defect groupware,Beauty,245.89,91.05,221,65
716,De-engineered fault-tolerant standardization,Sports,401.2,235.34,425,92
717,Synergistic local knowledge user,Books,389.93,207.98,358,47
718,Optional tertiary emulation,Clothing,456.53,280.16,102,91
719,Multi-layered system-worthy throughput,Electronics,229.97,92.88,308,43
720,Automated 24hour architecture,Home,300.79,217.26,305,84
721,Stand-alone national contingency,Toys,226.76,82.38,256,95
722,Robust real-time parallelism,Home,490.75,317.23,149,57
723,Open-architected high-level portal,Sports,16.41,12.03,431,58
724,Profit-focused 6thgeneration website,Books,11.59,7.33,213,17
725,Re-contextualized motivating encryption,Sports,153.94,66.94,319,18
726,Face-to-face homogeneous open system,Books,219.85,249.7,326,84
727,Configurable object-oriented protocol,Toys,311.01,184.66,133,38
728,Organized 3rdgeneration product,Electronics,498.67,263.83,313,28
729,Quality-focused static database,Home,303.52,106.6,218,65
730,Sharable client-server success,Home,270.48,169.8,20,38
731,Mandatory zero-defect initiative,Books,114.51,53.5,201,95
732,Team-oriented encompassing help-desk,Books,171.94,79.41,154,36
733,Visionary regional collaboration,Books,282.6,144.91,306,72
734,Synergistic contextually-based groupware,Books,323.18,114.81,401,40
735,Function-based client-server analyzer,Toys,415.42,191.17,122,81
736,Diverse incremental customer loyalty,Home,271.2,154.3,22,82
737,Managed human-resource product,Home,144.18,85.54,193,63
738,Ameliorated 24hour utilization,Beauty,496.34,296.47,441,54
739,Total bottom-line solution,Electronics,493.53,307.96,66,69
740,Focused solution-oriented algorithm,Clothing,232.54,133.51,452,29
741,De-engineered mission-critical system engine,Books,326.92,144.99,366,19
742,Up-sized didactic task-force,Toys,474.59,511.06,12,49
743,Fully-configurable user-facing core,Toys,206.12,150.87,447,64
744,Intuitive 6thgeneration protocol,Clothing,363.39,214.33,384,41
745,Synchronized disintermediate hardware,Sports,16.98,7.51,358,76
746,Organic tertiary collaboration,Clothing,63.15,22.96,341,41
747,Distributed composite protocol,Clothing,70.77,29.22,109,97
748,Profit-focused content-based interface,Beauty,51.98,33.26,91,14
749,Focused intangible moderator,Books,223.91,112.57,20,50
750,Balanced bandwidth-monitored concept,Sports,352.81,167.21,241,27
751,Mandatory optimizing matrices,Home,86.83,58.12,411,97
752,Persevering neutral definition,Books,148.24,70.52,54,43
753,Seamless empowering infrastructure,Clothing,489.92,233.84,295,94
754,Reverse-engineered neutral infrastructure,Toys,106.55,42.11,180,57
755,Managed intangible installation,Toys,245.01,164.15,488,87
756,Persistent multi-state definition,,425.75,287.42,256,71
757,Customer-focused impactful open architecture,Clothing,261.48,191.59,307,70
758,Sharable incremental open architecture,Sports,171.88,120.81,286,69
759,Team-oriented tertiary open system,Home,342.67,167.75,279,42
760,Enterprise-wide responsive functionalities,Home,101.82,70.46,15,69
761,Quality-focused human-resource algorithm,Beauty,162.11,121.29,412,72
762,Upgradable grid-enabled data-warehouse,Home,180.09,132.23,383,68
763,Phased client-driven projection,Clothing,313.46,140.61,466,64
764,Fully-configurable client-driven concept,Home,430.16,234.77,9,73
765,Fully-configurable non-volatile matrix,Beauty,202.89,139.14,83,73
766,Enterprise-wide 3rdgeneration encryption,Toys,165.53,69.36,186,12
767,Operative disintermediate Internet solution,Home,418.66,222.84,63,61
768,Programmable logistical standardization,Home,388.95,259.58,242,42
769,Proactive content-based knowledgebase,Toys,234.24,276.6,450,77
770,Versatile bifurcated time-frame,Toys,80.71,60.4,429,65
771,Managed motivating synergy,Electronics,93.52,47.29,457,88
772,Automated object-oriented matrices,Toys,419.36,293.02,457,35
773,Balanced optimal Local Area Network,Home,197.85,94.63,308,81
774,Progressive cohesive flexibility,Sports,358.95,200.08,309,30
775,Ergonomic encompassing challenge,,489.01,242.13,403,51
776,Synergized full-range concept,Beauty,432.61,196.5,240,73
777,Centralized static frame,Home,371.23,134.39,469,84
778,Optional grid-enabled instruction set,Books,390.33,233.13,284,12
779,Enhanced demand-driven hierarchy,Home,401.8,219.07,60,39
780,Streamlined didactic service-desk,Toys,210.42,142.81,59,13
781,Profound multi-state installation,Beauty,430.23,212.89,420,78
782,Adaptive 24/7 website,Home,455.4,301.06,398,63
783,Organic asynchronous process improvement,Electronics,456.48,296.2,218,37
784,Reduced foreground access,Home,250.88,97.69,148,82
785,Up-sized heuristic middleware,Books,181.04,85.79,420,61
786,Focused composite task-force,Clothing,90.86,66.25,-116,78
787,,Sports,59.53,24.16,216,27
788,User-friendly asynchronous groupware,Books,105.53,51.62,61,96
789,Diverse background info-mediaries,Toys,405.13,158.63,290,18
790,Secured composite emulation,Home,448.33,302.26,333,75
791,Proactive radical implementation,Toys,138.13,80.69,293,91
792,Multi-lateral cohesive parallelism,Electronics,105.14,58.6,21,10
793,Cross-group full-range hierarchy,Books,80.36,39.23,116,74
794,,Toys,473.97,197.18,367,30
795,Enhanced next generation matrices,Toys,90.47,58.49,423,59
796,Intuitive tertiary orchestration,Electronics,325.91,148.71,19,77
797,User-friendly cohesive artificial intelligence,Books,93.55,47.79,259,90
798,,Sports,498.01,269.99,342,23
799,Re-engineered zero-defect software,Home,114.01,80.02,277,47
800,Versatile zero tolerance secured line,Beauty,68.68,40.2,284,72
801,Progressive upward-trending database,,315.06,168.58,125,65
802,Future-proofed value-added project,Sports,277.89,160.64,346,73
803,De-engineered object-oriented framework,Books,362.7,197.44,226,71
804,Reverse-engineered next generation framework,Books,135.24,76.64,270,52
805,Secured asynchronous policy,Beauty,35.84,19.86,151,87
806,Focused heuristic product,Electronics,197.97,98.64,323,67
807,Automated uniform emulation,Beauty,429.71,318,493,79
808,Synergistic systematic functionalities,Toys,41.69,19.29,190,36
809,Future-proofed attitude-oriented projection,Clothing,424.09,300.31,35,29
810,Re-engineered 6thgeneration portal,Books,446.04,283.57,467,49
811,Distributed impactful Graphic Interface,Sports,479.46,300.58,74,78
812,Ergonomic stable middleware,Home,68.66,45.97,47,82
813,Fundamental needs-based archive,Toys,499.98,252.27,271,52
814,Pre-emptive disintermediate array,Toys,316.98,204.32,144,92
815,Future-proofed bandwidth-monitored complexity,Home,147.89,103.06,415,54
816,Upgradable scalable leverage,Sports,27.19,16.84,280,54
817,Profound optimizing support,Sports,208.71,78.4,268,88
818,Reduced maximized open architecture,,379.45,168.36,317,66
819,Cross-group global flexibility,Clothing,114.59,52.97,270,94
820,Intuitive analyzing protocol,Home,440.69,320.17,24,44
821,Profit-focused 24/7 open system,Clothing,302.44,156.37,23,80
822,Self-enabling solution-oriented artificial intelligence,Sports,223.77,136.91,414,37
823,Right-sized methodical monitoring,Sports,213.52,103.91,-8,51
824,Seamless demand-driven architecture,Toys,182.28,69.86,253,23
825,Universal intangible task-force,Sports,283.35,159.77,357,65
826,Robust discrete methodology,Electronics,86.22,43.84,183,50
827,Down-sized bandwidth-monitored function,Toys,253.86,163.34,188,98
828,Streamlined grid-enabled initiative,Books,307.59,176.28,240,28
829,Public-key human-resource paradigm,Home,83.44,53,302,57
830,Object-based 6thgeneration firmware,Sports,292.82,203.54,79,43
831,Programmable scalable projection,Home,446.24,221.33,49,33
832,Universal logistical alliance,Home,151.53,78.5,299,56
833,Universal upward-trending monitoring,Clothing,361.48,200.73,421,62
834,User-centric reciprocal intranet,Beauty,424.66,158.51,175,63
835,Adaptive dedicated complexity,Sports,157.52,103.17,21,44
836,Organic national hardware,Beauty,442.49,243.06,121,17
837,Balanced optimizing intranet,Books,125.93,62.82,63,39
838,Front-line context-sensitive support,Sports,324.74,134.77,57,27
839,Decentralized client-driven framework,Beauty,378.69,178.3,86,24
840,Distributed global approach,Clothing,218.53,98.12,178,43
841,Virtual cohesive time-frame,Beauty,170.28,71.51,412,16
842,Horizontal explicit protocol,Clothing,22.01,15.64,92,72
843,Re-engineered homogeneous ability,Clothing,282.63,127.65,231,76
844,Enterprise-wide local algorithm,Home,163.32,111.03,231,76
845,Re-contextualized system-worthy Graphic Interface,Toys,382.31,394.56,141,63
846,Diverse modular portal,Clothing,57.66,25.68,264,30
847,Public-key incremental attitude,Clothing,167.06,82.21,450,25
848,Digitized next generation leverage,Electronics,37.66,16.49,-31,22
849,Team-oriented web-enabled moderator,Books,97.09,40.9,172,61
850,Operative impactful architecture,Books,471.34,167.32,351,73
851,Inverse content-based artificial intelligence,Books,294.6,184.69,329,13
852,Diverse non-volatile concept,Sports,463.82,191.69,445,52
853,Polarized global Graphic Interface,Books,454.81,247.86,326,65
854,Intuitive non-volatile orchestration,Toys,329.96,207.77,71,83
855,Optimized explicit time-frame,Toys,263.7,173.79,366,96
856,Universal attitude-oriented paradigm,Electronics,466.72,317.02,104,67
857,Synchronized neutral circuit,Beauty,150.99,68.16,34,40
858,Universal motivating groupware,Clothing,337.69,236.54,288,71
859,De-engineered systematic structure,Home,484.77,336.93,194,38
860,Intuitive holistic flexibility,Books,201.75,125.8,243,46
861,Innovative transitional approach,Beauty,311.32,195.9,77,99
862,Synergized exuding archive,Home,465.01,321.65,449,62
863,User-centric executive service-desk,Electronics,13.52,8.19,30,50
864,Organized non-volatile implementation,Beauty,252.67,90.81,239,23
865,Configurable 3rdgeneration application,Electronics,315.74,171.9,105,67
866,Seamless 24/7 structure,Electronics,253.33,176.77,156,49
867,Customer-focused content-based open system,Toys,291.11,210.11,74,40
868,Decentralized radical project,Electronics,82.42,47.53,378,40
869,Reduced analyzing pricing structure,Toys,357.82,146.29,447,96
870,Profound attitude-oriented collaboration,Toys,322.93,176.79,81,33
871,Virtual mobile solution,Beauty,449.75,164.33,324,26
872,Reduced static Graphical User Interface,Home,468.15,235.56,337,13
873,Automated client-driven database,Books,346.93,218.58,50,38
874,Polarized even-keeled leverage,Electronics,113.51,65.33,136,71
875,Reactive actuating hierarchy,Home,230.91,132.73,78,19
876,Function-based system-worthy orchestration,Electronics,115.76,83.06,391,89
877,Right-sized exuding alliance,Sports,434.65,262.1,161,23
878,Inverse logistical policy,Toys,483.28,288.41,137,52
879,Multi-channeled high-level array,Home,267.52,136.25,71,18
880,Mandatory tertiary circuit,Books,49.3,33.72,495,97
881,Enhanced context-sensitive hub,Clothing,318.23,213.46,104,15
882,Programmable actuating flexibility,Sports,468.04,259.64,400,34
883,Polarized zero administration data-warehouse,Electronics,246.49,111.29,235,11
884,Polarized national project,Beauty,310.78,154.81,239,47
885,Expanded neutral standardization,Clothing,226.71,127.24,185,82
886,Ergonomic asymmetric application,Home,409.99,295.74,264,57
887,Future-proofed motivating core,Home,465.62,198.72,355,34
888,Right-sized value-added matrices,Clothing,40.94,21.57,132,39
889,,Books,228.28,97.26,280,27
890,Decentralized 5thgeneration initiative,Home,19.3,10.9,138,34
891,Optimized zero administration extranet,Electronics,37.6,23.91,56,28
892,Universal hybrid hierarchy,Clothing,331.1,223.89,170,54
893,Quality-focused methodical orchestration,Toys,309.2,117.08,66,16
894,Visionary fault-tolerant Graphical User Interface,Beauty,381.96,195.12,158,34
895,Optional optimal initiative,Books,285.77,116.6,354,57
896,Stand-alone encompassing collaboration,Beauty,170.32,120.51,459,84
897,Down-sized methodical product,Home,131.35,66.88,-66,39
898,Ameliorated encompassing task-force,Beauty,69.67,33.19,327,69
899,Persistent national monitoring,Electronics,32.67,21.39,16,25
900,Customizable scalable extranet,Sports,281.01,126.33,140,57
901,Vision-oriented intangible Graphic Interface,Beauty,209.82,154.38,272,81
902,Fundamental optimizing database,Electronics,210.39,145.8,86,28
903,Optimized stable capability,Home,215.62,88.97,467,18
904,Horizontal logistical pricing structure,Electronics,166.9,119.82,284,94
905,Horizontal interactive throughput,Electronics,63.5,33.82,281,78
906,Multi-tiered 4thgeneration functionalities,Home,119.38,45.41,283,44
907,Universal systemic hierarchy,Clothing,353.47,179.45,185,45
908,Triple-buffered composite encryption,Electronics,14.91,9.32,232,69
909,Function-based tertiary system engine,Toys,433.78,266.8,80,55
910,Organized exuding function,Clothing,147.37,108.97,28,46
